,Label,Serving Size,Calories,Fat,Cholesterol,Sodium,Carbs,Protein
2998,BreadPuddingNutritionalInformationisnotavailableforthisrecipe.,,,,,,,
2999,CreamofAsparagusSoup,6oz,49,0.7,0,11.7,9.4,2.2
3000,BulgurWheatSalad,3oz,119,0.8,0,60.3,25.9,4.2
3001,SpicyTurkey&CabbageSalad,4oz,174,5,47,1409.7,19.8,16.5
3002,PicoDeGalloShrimpSalad,5oz,162,2.6,156.8,399.5,11.6,23.4
3003,SesameDressing,1ozl,8,0.6,0.2,113.8,0.6,0.3
3004,ThaiChicken&VegetableSalad,4oz,76,1.3,24.8,294.8,4.8,11.3
3005,TeriyakiChicken&VegSalad,4oz,113,2.8,36.2,202.7,6.6,15.4
3006,ThaiRoastedVegetableSld,4oz,31,0.5,0.1,60.9,6.3,1.2
3007,MediterraneanPastaSalad,4oz,167,1.9,0,170.7,31.8,0.8
3008,NapaCabbageSalad,4oz,35,1.4,0.5,54.5,5.4,1.3
3009,ArtichokeSoup,6oz,70,1.9,0,905.6,10.9,2.1
3010,BlackBeanSoup,8oz,198,1.4,0,143.9,36.3,11.2
3011,SobaNoodleSalad,4oz,61,2.5,0,42.5,8.5,1.9
3012,CrabSalad,4oz,87,1.5,13.2,578.2,13.3,5.6
3013,MushroomSpinachSalad,3oz,18,0.5,0,65.2,2,2.6
3014,VietnameseChicken&NoodleSalad,4oz,187,1.7,38.8,54.4,25.7,16
3015,SpicedTurkey&CabbageSalad,4oz,725,28.6,269.1,368.5,5.9,105.6
3016,ThaiCucumberSalad,3oz,22,0.2,0,20.5,4.9,0.8
3017,Orzo&SundriedTomatoSalad,4oz,60,1,0,107,10.7,1.4
3018,AsianChicken&NoodleSalad,4oz,125,1.4,24.2,136.6,16.1,11.4
3019,RoastedAsparagus&Vegetables,4oz,33,0.5,0,12,6.3,2.1
3020,GlassNoodleSalad,4oz,145,0.2,0.1,18.7,32.7,2.7
3021,PicoDeGalloShrimpSalad,4oz,153,1.8,116.4,526.3,16.3,17.9
3022,CeleryRoot&AppleSalad,4oz,53,0.4,0.8,79.9,12,1.5
3023,ThaiChickenSalad,4oz,136,3.2,57.8,131.1,4.1,21.8
3024,ThaiChickenSalad&PeanutSalad,4oz,143,4.3,57.9,114.4,2.9,22.1
3025,ThaiChickenSalad,4oz,145,4.4,57.8,147.1,3.2,22.3
3026,ThaiChickenNoodleSalad,4oz,407,8,24.6,467.8,60.1,20.5
3027,SpicyThaiPeanutSauce,1oz,41,2.9,0,175.2,3.1,1.3
3028,MarinatedVegetableSalad,4oz,37,1.1,0,90,6.3,1.6
3029,PastaSalad,4oz,163,2.4,2.1,177.1,29.1,6.7
3030,HerbVinaigretteDressing,1oz,8,0.1,0,7.9,1.5,0.2
3031,ThaiBeef&VegetableSalad,4oz,75,1.9,16.5,116,5.4,8.7
3032,Tomato&ArtichokeSalad,4oz,16,0.2,0,123.5,6,1.6
3033,PestoSauce,1oz,55,5.8,0,19.6,0.7,0.3
3034,PestoPastaSalad,3oz,102,1.5,0,32.6,18.2,3.5
3035,SalmonSeafoodSlaw,4oz,106,3.4,22.1,680.5,9.8,9
3036,SesameSalmonMangoSalad,4oz,179,11.9,22.8,23.8,10,8.8
3037,MangoVinaigrette,1oz,172,18.1,0,0.8,3,0
3038,EdamameBeanSalad,4oz,108,5.5,0.1,37,8.1,9.8
3039,FattoushSalad,2oz,47,0.1,0,85.8,10.5,2.1
3040,PepperedTunaSalad,4oz,191,3.2,67.5,69.9,1.4,35.3
3041,FlakedPepperedTunaSalad,4oz,116,2.9,42.2,437.8,1.4,22.2
3042,CurriedPotatoSalad,4oz,173,0.5,0.6,25.4,18,3.4
3043,SouthwestVinaigrette,1oz,22,2.3,0,3.4,0.5,0
3044,BlackBeanSaladwithCorn&Jicama,4oz,89,1.5,0,4.4,16.1,3.8
3045,Cannellini&RoastedTomatoSalad,4oz,63,0.1,0,216.6,11,4.4
3046,ThaiBeef&NoodleSalad,4oz,119,1.7,15,100.1,16.5,8.6
3047,TomatoCucumberSalad,4oz,20,0.5,0,5.8,3.6,0.9
3048,ThaiNoodleSalad,4oz,361,7,0.5,446.8,60.1,11.7
3049,Quinoa&ButternutSquashSalad,4oz,58,0.5,0,166.6,12.8,1.4
3050,WhiteBeanTunaSalad,4oz,78,0.9,19,265.3,6.3,12
3051,CaesarDressing,1oz,21,1,0.9,85.6,1.6,1.6
3052,RoastedEggplantCaesarSalad,4oz,33,0.8,0.3,49.1,5.7,1.8
3053,JapaneseEggplantSalad,1oz,9,0.2,0,8.4,1.8,0.3
3054,MintJulipMix,1oz,48,0,0,0.7,12.5,0
3055,TigerCoffeeReg,12ozl,---,---,---,---,---,---
3056,TigerDecafCoffee,12ozl,---,---,---,---,---,---
3057,TigerHotChocolate,12ozl,157,1.5,0,236.1,35.3,2
3058,FountainSodaTiger,22ozl,0,0,0,9.2,9.3,0
3059,TigerBottledSoda20oz,1each,0,0,0,42.8,55.6,0
3060,TigerCannedSoda12oz,1each,22,0,0,32.1,29,0
3061,TigerPowerade,1each,0,0,0,130.5,46.8,0
3062,WaterPrincetnLabl12ozTiger,1each,0,0,0,0,0,0
3063,TigerAppleJuice,1each,150,0,0,20,38,0
3064,TigerAppleJuiceConcentrate,12ozl,27,0,0,12.8,6.5,0.2
3065,TigerOrangeJuice,1each,150,0,0,10,37,0
3066,TigerOrangeJuiceConcentrate,12ozl,31,0,0,8.9,7.5,0.3
3067,TigerCandyThreeMusketeers,1each,260,8,5,110,46,2
3068,TigerCandyButterFinger,1each,287,11.3,0,123,42,4.1
3069,TigerCandyNutrageous,1each,90,5,0,25,9,2
3070,TigerCandyKitKatBar,1each,220,11.5,2.2,26.5,26.5,2.6
3071,TigerCandyMilkyWayBar,1ea,283,10.5,5.2,99.7,43,2.1
3072,TigerCandyM&MPeanut,1each,250,13,5,25,30,5
3073,TigerCandyM&MPlain,1each,240,10,5,30,34,2
3074,TigerCandySnickers,1each,280,14,5,140,35,4
3075,TigerCandyReese'sSticks,1each,230,13,2.5,115,23,4
3076,TigerCandyReese'sCups,1each,284,15.9,2.8,158.8,28.4,5.7
3077,TigerCandyReese'sPiecesNutritionalInformationisnotavailableforthisrecipe.,,,,,,,
3078,TigerCandySkittles,1each,264,3.2,0,10.6,58.1,0
3079,TigerCandyStarburstOriginal,1each,240,5,0,0,48,0
3080,TigerCandyStarburstTropical,1each,240,5,0,0,48,0
3081,TigerCandyTwizzlers,1each,176,1,0,137.2,39.2,2
3082,TigerCandyTwix,1each,275,13.7,4.9,112.8,36.3,2.9
3083,TigerCandyRiceKrispieTreat,1each,90,2,0,100,18,1
3084,TigerChipsPotatoPlainLays,1each,125,1.7,0,170.8,26.2,2.3
3085,TigerChipsPotatoBBQ,1each,228,15.2,0,303.8,22.8,3
3086,TigerChipsPotatoSourCream,1each,243,16.7,3.8,303.8,18.2,3
3087,TigerChipsSunChips,1each,100,4.3,0,82.1,13.6,1.4
3088,TigerChipsRitzBits,1each,174,9.3,0,151.5,19.8,4.7
3089,SpicyBlackBeanCakes,4oz,232,1,0,41.2,45.9,11.8
3090,AnchoGlazedSteak,4oz,401,29.9,123.4,167.7,4.1,27.6
3091,AvocadoButter,1oz,128,13.5,30.4,85.7,1.9,0.1
3092,BajaTilapiaTacos,4oz,111,3.1,0,56.1,2.4,18.7
3093,ReunionsCornStarchRelief,1oz,108,0,0,2.6,25.9,0.1
3094,MoroccanSpiceRub,1oz,84,2.6,0,2021.7,13.3,3
3095,MoroccanGrilledChicken,4oz,201,4.5,96.4,420.9,2.2,35.7
3096,CouscouswithDriedFruits,4oz,214,5.1,0,221.3,38.2,4.9
3097,TilapiaFrancaise,5oz,455,29.4,355.9,645.5,22.1,27.3
3098,JapaneseGingerVinaigrette,1oz,16,1.2,0.5,43.1,4.7,0.1
3099,Watercress&AsianPearSalad,1each,41,2.4,1,112.7,10.7,1.7
3100,LemonSauceforFishFrancaise,1oz,38,2.8,8.9,251.3,2.5,0.5
3101,SpaghettiSquash,3oz,106,8,20.3,2.5,8.2,1.8
3102,CowboyChili,8oz,213,5.4,37.2,677.3,20.5,20.7
3103,TurkeyPotPie,6oz,540,35.4,80,461.4,29.9,24.8
3104,GermanSausageTrio,4oz,442,28.4,82.5,1478.5,12.6,19.6
3105,Frittata,4oz,174,11,291.4,180.4,8.1,12
3106,BeefBourguignon,4oz,318,14.8,76.8,308.7,14.6,25.3
3107,ButteredEggNoodles,4oz,472,8.1,138.9,46.1,82.7,16.7
3108,FreshFishTaco,2each,429,12.1,106.6,463.6,46.2,34.1
3109,FristFest2007FreshChickenTaco,2each,544,22.6,29.4,921.4,65.3,22.5
3110,ThreeBeanTaco,2each,344,11.8,0,435,53.4,9.2
3111,FreshGuacamole,2oz,63,5.5,0,68.8,4.2,1
3112,ChickenBreastwithHerbCrust,1each,294,7.5,101.5,561.3,14.8,38.2
3113,Saut�edZucchiniYellowSquash,4oz,62,4.8,0,2.4,4.5,1.4
3114,Shrimp&CrawfishEtouffee,4oz,230,6,85.2,891.9,28.2,14.8
3115,EtouffeeSauce,128ozl,2516,158,387,11047.2,228.1,46.2
3116,SteamedWhiteRice,4oz,107,0.3,0,683.5,22.7,2.5
3117,FriedPlantain,3oz,136,4.1,0,3.4,27.1,1.1
3118,RedBeans&Rice,4oz,110,0.4,0,777.2,22.9,3.4
3119,BlackBean&CornSalsa,4oz,170,1.8,0,216.4,34.5,7.7
3120,CilantroLimeOil,1oz,233,24.7,0,29.7,3.6,0.6
3121,ColeSlaw,1oz,116,11,10,233.2,4,0.4
3122,ParmeseanCrisp,1each,19,1.2,3.2,75.7,0.2,1.7
3123,SpanishRice,1/2cup,129,2.3,0,576.6,24,2.7
3124,WildMushroomStrudel,1each,251,16.8,4.6,148.3,18.7,6.5
3125,SmokedTomatoVinaigrette,1oz,162,17.1,0,17,1.8,0.2
3126,TandooriChicken,2each,511,23.4,320.8,1680.2,7.5,63.7
3127,SpicedBasmatiRice,4oz,63,2.5,0,183.8,9.5,0.7
3128,WasabiCrustedCod,1each,144,1.4,53,159.3,7.9,23.6
3129,Cracklin'CalamariSalad,1each,362,27,0.5,147.6,28.5,4.1
3130,Miso-LimeVinaigrette,1oz,177,19.4,0.7,144.2,1.5,0.2
3131,RoastDuckwithLycheeFruit,1each,386,26.5,0,122.2,18.5,17.9
3132,StirFriedAsianStyleVegetables,4oz,153,7.8,0,2938.4,10.6,8.3
3133,HimalayanRedRice,4oz,343,3,0,5.7,70.6,8.1
3134,SeafoodBouillebaise,8oz,181,3.1,52.4,562.5,13,24
3135,EggsBenedict,2each,294,11.5,186.8,667,27.9,15.2
3136,HollandaiseSauce,1oz,71,4.9,14,76.9,2.4,1.1
3137,EggsFlorentine,2each,525,20.1,352.9,826.7,55.4,22.7
3138,BoulangerePotato,4oz,136,4.7,0,249.2,22,2.1
3139,RoastLegofLamb,4oz,243,8.2,81.3,390.3,7.4,27
3140,PortobellaNapoleon,8oz,2590,38.4,44.8,5545.9,474.5,101.1
3141,SmokedGoudaQuiche,1wedge,304,21.2,141.8,428.2,16.4,12.2
3142,WildMushroomQuiche,1wedge,278,18.7,122.5,213,18.5,9.6
3143,RoastedWildMushrooms,4oz,40,0.7,0,6.9,6.2,2.8
3144,QuicheLorrainewithBacon,1wedge,288,19.4,127.6,319.9,17.8,10.9
3145,HashBrowns,4oz,155,4.8,0,596.1,26.1,2.4
3146,GrilledFlankSteak,4oz,269,17.1,66.3,211.3,3.9,23.6
3147,AnchoGlazedTofu,5oz,135,8.5,2.6,11.1,4.8,12.8
3148,CabernetButter,16oz,3685,356.5,972,25.9,22.1,1.9
3149,FreshBroccoli,4oz,38,0.4,0,44.2,7.7,2.6
3150,YukonGoldMashedPotatoes,4oz,170,9.7,0,121.7,2.6,2.1
3151,RoastedFreshHam,6oz,333,22.9,104.9,614.1,0.7,29
3152,RoastedTrioofPotatoes,4oz,103,0.4,0,16.8,8.1,2.2
3153,FreshDemiGlace,1oz,8,0,0,3.2,0.5,0.1
3154,OpenFacedRoastBeefSandwich,4oz,690,34.8,146.3,606.9,52.7,37.7
3155,HerbButter,1oz,205,22.3,60.8,0.5,0.6,0.1
3156,CrispyTobascoOnions,1each,263,0.1,0,5.9,57.8,7.8
3157,ThreeBeanChili,8oz,304,1.3,0,175.8,56.6,18.8
3158,BleuCheeseSteakhouseBurger,1each,472,28.9,129.4,283.4,18,33.2
3159,TeriyakiTofuCutlet,4oz,368,6.1,0.3,214.7,63.1,17.5
3160,AsianCabbageSlaw,1oz,14,0.7,0,28.8,1.7,0.5
3161,ChickenPotPie,8oz,596,37.4,121.9,546.3,28.8,34.5
3162,VegetablePotPie,8oz,429,28.4,25.2,340.7,36.5,7.4
3163,HerbRoastedTurkey,6oz,172,6.2,61.3,167.2,3.4,24.4
3164,HuevosRancherosBurrito,2each,328,10.7,284,707.2,44.7,15.4
3165,SalsaRoja,1oz,7,0,0,191.6,1.5,0.4
3166,BraisedBeefShortRibs,1each,487,28.4,140.6,131.5,5.3,47.4
3167,RoastedRootVegetables,4oz,69,3.9,10.1,79.7,8.2,0.7
3168,SmokedCheddarMashedPotatoes,4oz,269,14,43,290,25.2,11.1
3169,IslandRoastPork,4oz,275,11,92,86.4,8.3,32.8
3170,PapayaSalsa,2oz,13,0.1,0,2,3.1,0.3
3171,CoconutRice,4oz,268,15.1,0,312.9,29.8,3.8
3172,IslandGrilledTofu,4oz,114,2.2,0,549.2,14.5,10.5
3173,PankoCrustedTilapia,4oz,387,6.4,71,867.3,53.9,29
3174,MangoSalsa,2oz,16,0.1,0,2.5,4,0.4
3175,HerbRoastedChicken,1each,348,20.6,113.9,317.5,13.5,25.9
3176,VegetableOrzo,4oz,659,5.1,0,88.9,128.6,22.1
3177,RoastedGarlicMashedPotatoes,4oz,162,6.7,22.3,77.3,0.8,2.5
3178,SugarSnapPeaswithShallots,4oz,92,3.8,0,6.8,11.7,3.6
3179,CurriedChickpea&Vegetables,4oz,204,3.7,1.2,273,34.7,9.7
3180,DaikonSlaw,1oz,8,0.1,0,6.4,2.6,0.3
3181,CitrusJasmineRice,4oz,136,0,0,681.8,30.6,2.5
3182,BabyBokChoy,2oz,9,0.3,0,122.5,1.2,0.9
3183,BalsamicGlazedChicken,1each,256,9.5,96.4,85.9,4.8,35.3
3184,BalsamicGlaze,1oz,37,0,0,0.1,9.1,0
3185,GrilledVegetables,4oz,38,0.2,0,64.9,7,2.2
3186,BBQPorkSpareRibs,6oz,235,12.9,61.1,206.3,12.9,16.4
3187,UdonNoodles,6oz,155,1.8,0,324.4,28.2,6.1
3188,AsianChickenBurrito,4oz,308,8.1,96.8,332.1,19.6,37.3
3189,Crawfish&StickyRiceCake,4oz,180,4.1,219.7,1568.5,16.5,18.2
3190,CilantroPesto,2oz,271,25.8,0,916.2,5.2,6.8
3191,JicamaSlaw,4oz,39,0.2,0.7,369,8.9,1.1
3192,RoastedEggplantwithTuscanBeanRagout,4oz,212,17.1,0,221.4,11.6,3.7
3193,ThaiStyleChicken&PorkFriedRice,4oz,582,21.8,356,1058.3,54.6,39.2
3194,Saut�edSpinach,4oz,23,1.3,0,144,1,3.3
3195,FriedRedRice&Edamame,4oz,264,5.2,0,921.2,42.8,12.9
3196,ThreeBeanEtouffee,8oz,226,3.2,0,227.5,38.2,12.6
3197,PadThaiNoodles&Tofu,6oz,235,4.7,0.1,71.1,37.4,13.5
3198,Falaffel,4oz,37,1.5,0,136,3.9,2.2
3199,RedCurryThaiTofu,4oz,117,8,0,97.2,3.1,10.7
3200,SobaNoodleStirfry,6oz,131,5.1,0.3,970.5,13.9,9.5
3201,ThreeBeanChiliVerde,8oz,379,3.2,0,738,70.6,22
3202,BrownRicePilaf,4oz,148,2.2,0,165,25.6,6.9
3203,BlackBean&SweetPotatoStew,8oz,375,1.2,0,175.6,72.4,21
3204,Lentil&VegetableCurry,4oz,185,1.3,1.2,133.4,31.5,13.1
3205,MadrasTofuCurry,4oz,120,7.4,0,5.3,6.5,9.5
3206,PeaPotato&OrganicTofuKorma,6oz,141,5.7,0.9,401.5,15,9.2
3207,RedBeanVindaloo,6oz,183,3.4,0,879.6,31.3,8.3
3208,TofuTikkaMasala,4oz,139,5.1,2.4,151.9,14.3,11
3209,GrilledVegetables,4oz,42,0.3,0,66.4,7.6,2.4
3210,PicodeGallo,2oz,9,0.6,0,71.5,0.9,0.2
3211,ThaiChickenNoodleBowl,8oz,346,7.6,51,527.1,44,23.7
3212,ChickenDijonaise,4oz,282,16.6,89.1,333,6.6,24.6
3213,BraisedSwissChard&Apples,4oz,74,5.7,15.2,60.2,5.9,0.6
3214,AngelHairPastaNutritionalInformationisnotavailableforthisrecipe.,,,,,,,
3215,YankeePotRoast,4oz,327,17,105.4,395.9,10.8,30.8
3216,ScallionMashedPotatoes,4oz,141,3.7,10.5,78.8,24.9,2.6
3217,BeefStroganoff,6oz,276,15.6,82.6,179.8,5.9,24.9
3218,FriedFishJamaicanStyle,4oz,234,12.6,0,65.1,11.3,20
3219,CranberryGlazedPorkRoast,4oz,259,10.9,92,64.9,13.4,32.5
3220,SouthwesternTurkeyMeatloaf,4oz,236,15.7,119.4,719.1,2.3,21.4
3221,MacandPepperJack,8oz,542,17.8,47.2,337.3,69.7,22.2
3222,ChickenCacciatore,1each,255,11.7,102.2,477.9,6.3,29.8
3223,Sausage&Peppers,1each,694,35.4,64.6,1914,60,31.9
3224,Fish&Chips,8oz,543,33.6,54.2,927.3,43.2,17.9
3225,TurkeyChili,8oz,226,7.8,65.9,165.2,15.5,24.2
3226,BrownRice,4oz,400,2.8,0,1099.3,85.9,10
3227,MolassesGlazedHam,6oz,240,10,73.8,1696,14,23.1
3228,MeatballSandwich,1each,387,20.3,46.7,916.6,35,17.6
3229,BeefBarbacoaTaco,3oz,222,13.2,75.1,70.6,3.1,20.7
3230,SalsaVerde,1oz,7,0.1,0,174.7,1.4,0.3
3231,Saut�edSpinachFettucini,4oz,90,1.3,25,73.1,15.5,4.7
3232,DimSumBar,6each,498,16.9,60,4078.1,57,26.7
3233,TacoBarFixins,1each,260,12.2,22.3,310.3,29.4,8.8
3234,BeefTaco,4oz,270,17.7,85.1,896.7,2,24.1
3235,BuffaloWings,6oz,334,26.3,177.5,584,0.5,22.9
3236,ThaiSweetChiliWings,6oz,302,19,158,1954.3,5.4,26.5
3237,JerkChickenWingswithMangoSauce,8oz,300,19.2,158.4,235,8.6,23
3238,ChickenFajitas,1each,322,11.9,68,409.1,30.2,22.9
3239,VegetablePaella,6oz,465,8.2,0,2225.4,80.5,18.2
3240,BlackBeanTamalePie,6oz,805,35.6,122.5,3400.4,85.6,41.6
3241,VegetableQuinoaSaute,8oz,105,3.4,0,1294.6,16.9,3.3
3242,Polenta&RoastedMushroomswithBlueCheese,8oz,495,29.2,62.8,950.9,40.5,19.6
3243,CurriedRice&EdamamePilaf,8oz,215,4.3,0,1128.1,35.9,10
3244,SesameTofuRiceNoodles,8oz,273,8.6,0,610.3,38.9,11.8
3245,MushroomBarleyRisotto,2oz,212,5.4,0,959.9,38.1,4.2
3246,CatchoftheDay,8oz,43,0.8,19.5,27.3,0,8.6
3247,MasaCrustedChicken,4oz,226,11.4,102.1,177,0.4,28.4
3248,RefriedBlackBeans&PepperJack,4oz,286,6.9,15.2,571.9,58.4,18.2
3249,MojoGrilledFish,4oz,281,14.2,106.7,151.9,8.7,27.6
3250,MoleSauce,3oz,48,2.5,0.2,75.4,6.9,0.7
3251,HerbDijonGrilledTurkey,6oz,401,24.6,79.5,882,16.8,27.3
3252,ShreddedBeefMole,4oz,339,19.8,100.4,161.2,10.3,28.3
3253,FreshCornTortillas,1oz,0,0,0,34.4,0,0
3254,AsianPepperSteak,8oz,170,8.8,57,238.4,2.1,19.6
3255,GnocchiBolognese,8oz,185,8.1,15.3,611.2,18.4,8.4
3256,VeganAntipasto,1each,191,13.1,0,508.7,16.1,3.3
3257,BBQPorkSpareRibs,6oz,206,12.5,60.8,409.6,6.6,16.4
3258,BBQDryRub,1oz,41,0.5,0,1703.7,9.2,0.7
3259,ColeSlaw,4oz,131,11.1,10,247.8,7.3,1.3
3260,BBQTofu,4oz,105,4.8,0,321.8,7.4,10.8
3261,PanAsianShrimp&Noodles,4oz,185,9.4,118.4,245.6,9.1,15.9
3262,Tri-ColorSalad&BalsamicVinaigrette,1each,34,2.4,0,39.7,2.8,1.1
3263,SweetPotatoBurritos,1each,367,5.6,0,326.9,70.3,9.8
3264,LemonHerbChicken,1each,274,16.8,102.1,89,0.8,28.6
3265,Saut�edBroccoliRabe,2oz,69,4.6,0,91.7,6.1,3.4
3266,RainbowCauliflower,4oz,0,0,0,3.4,0,0
3267,RoastedRedPepperSauce,1oz,76,4.4,13.5,1626.5,8.5,1.3
3268,TokyoStyleVegetarianSushi,2oz,37,2.9,0.7,51.8,2.8,0.8
3269,CaliforniaWahooBurrito,1each,322,10.5,31.9,555.9,41.9,16.7
3270,Corn&CrabCake,21/2oz,173,14.4,59.1,248.5,2.5,8.6
3271,RemouladeSauce,1oz,135,14.7,13.4,141,0.2,0.1
3272,Apple&AvocadoSalad,1each,159,12.7,7.1,182.9,9.8,3
3273,MandarineVinaigrette,1ozl,36,3.5,0,22.4,1.1,0.1
3274,EggplantMilanese,6oz,464,39.5,0,272.2,27.4,3.4
3275,ChickenMole,5oz,247,12.7,102.2,178.5,3.2,28.7
3276,MoroccanRoastedTofu,4oz,52,1.9,0,337,3.2,7.2
3277,Gorgonzola&TomatoCavatappi,6oz,241,3.1,4.2,82,44.2,8.8
3278,SweetCornTomalito,3oz,122,0.7,0.2,129.1,29.5,2.4
3279,TurkeyOrzoSoup,6oz,91,2.7,22.1,394.8,6.6,9.4
3280,BeefBarleySoup,6oz,111,4,15.2,428.3,12,7.2
3281,ChickenNoodleSoup,6oz,81,1.6,26.2,392,8.8,7.3
3282,ThaiStyleShrimpCoconutBisque,6oz,203,6.4,60.8,670.9,23.9,9.7
3283,CreamofShiitakeFennelSoup,6oz,140,9.9,34.2,493.8,12.6,2.1
3284,SplitPea&HamSoup,6oz,179,10.5,35.8,638.4,11.5,9.4
3285,CreamofChickenSoup,6oz,186,12.1,57.2,397.5,10.7,8.7
3286,CreamofGingerCarrotSoup,6oz,276,24.2,80.8,1210,13.4,2.4
3287,Spinach&ShiitakeBroth,6oz,43,0.1,0,1318.8,8.9,2.6
3288,ArtichokeSoup,6oz,69,1.9,0,858,10.7,2.1
3289,MoroccanLentilSoup,6oz,119,4.1,0,761.7,15.8,6
3290,VegetableGumbo,6oz,132,6.4,15.2,1978.3,16.7,2.9
3291,CreamofCarrot&CurrySoup,6oz,209,18.4,60.5,70.6,10.1,1.6
3292,MisoSoup&OrganicTofu,6oz,30,0.4,0,884.9,3.7,3.1
3293,LemonThymeChickenSoup,6oz,104,4.7,39.7,407.4,4.1,11.3
3294,Shrimp&LeekBisque,6oz,219,12.4,52.5,511.9,14,4.7
3295,ChorizoVegetableSoup,6oz,109,7.1,16.5,502.2,7.4,4.8
3296,BeefNoodleSoup,6oz,128,4.4,31.8,407.4,14.8,7.3
3297,TomatoBisque,6oz,116,6.5,18,739.3,11,3.8
3298,FrenchOnionSoup,6oz,52,1.2,0,964.1,9.2,1.2
3299,ChickenTortillaSoup,6oz,85,3.1,16.2,462.6,7.4,6.9
3300,TuscanWhiteBean&TomatoSoup,6oz,98,0.6,0,154.8,18.1,5.5
3301,MinestroneSoup,6oz,126,7.2,0,543.2,13.3,2.5
3302,PumpkinCiderSoup,6oz,178,14.1,48.2,885.2,13,1.9
3303,CubanStyleBlackBeanSoup,6oz,203,2.8,0,685.6,35.5,11
3304,BroccoliPotatoSoup,6oz,238,17,53.2,514.1,19.2,3.4
3305,ThreeBeanSoup,6oz,176,1.8,0,1015.6,31.6,9.7
3306,AsparagusSoupPuree,6oz,49,0.7,0,11.7,9.4,2.2
3307,SpinachEggDropSoup,6oz,39,2.3,77.2,643.4,1.4,3.2
3308,CheddarBeerSoup,6oz,269,18.9,57.7,614.2,9.9,12.7
3309,BlackEyePea&BaconSoup,6oz,91,4.6,12.5,373.9,10.7,1.7
3310,TurkeyBarleySoup,6oz,121,2.8,21.3,581.3,13.2,10.1
3311,BostonClamChowder,6oz,191,14.1,56.7,567.1,10.6,5.6
3312,CreamofSpinachSoup,6oz,147,11.4,38,516.5,9.5,2.6
3313,MushroomBisque,6oz,206,16.9,53.2,492.5,11.7,2.8
3314,MushroomBarleySoup,6oz,66,1.6,0,414.5,11.7,1.8
3315,SweetCorn&BarleyChowder,6oz,95,0.8,0,706.5,20.7,2.5
3316,FrenchOnion&ButternutSquashSoup,6oz,136,5.6,13,1053.3,16.2,6.2
3317,SpicySweetPotato&CornSoup,6oz,163,6.7,20.3,252.7,24.8,2
3318,PotatoLeekSoup,6oz,64,0.4,0,505.9,14.3,1.4
3319,TomatoRiceSoup,6oz,133,3.3,5.7,628.7,22.3,3.4
3320,Gazpacho,6oz,63,1.5,0,594.6,11.8,1.6
3321,CauliflowerCheeseSoup,6oz,254,21.6,68.1,595.6,9.9,6.2
3322,ChickenRiceSoup,6oz,55,1.3,16.4,462.3,4.3,6.3
3323,SwissOnionSoup,6oz,318,21.4,63.7,2322.5,24.8,7.4
3324,ManhattanClamChowderwithBacon,6oz,66,2.2,9.7,590.3,7.5,3.7
3325,RoastedRedPepperSoup,6oz,55,0.9,1.2,1627,10.4,1.6
3326,BaconCheeseburgerSoup,6oz,288,21,69.5,638.1,8.3,16.2
3327,Chicken&CornChowder,6oz,127,3.7,32.8,191,12.6,11.5
3328,TomatoZucchiniSoup,6oz,48,0.6,0,1185.8,9.8,1.9
3329,PotatoCheeseSoup,6oz,148,9.7,30,876.7,7.8,7.9
3330,ItalianTortelliniVegetableSoup,6oz,81,1.6,2.1,269.7,12.8,4.2
3331,TomatoBasilSoup,6oz,40,0.6,0,1788.1,8.5,1.8
3332,WhiteBean&PotatoSoup,6oz,111,0.6,0,155.6,21.1,5.8
3333,BroccoliCheeseSoup,6oz,264,21.7,68.1,600.4,12.3,6.3
3334,ItalianWeddingSoup,6oz,153,4.4,24.3,296,19.8,8
3335,LentilSoupwithSwissChard,6oz,100,1.3,0,571.4,17.2,6.5
3336,BlackenedChickenCaesarSalad,1each,237,11.5,60.5,649.1,6.7,27.4
3337,Chicken&AndouilleSausageCornChowder,6oz,186,7.6,49.4,374,13,16.9
3338,Hoppin'JohnwithCoconutMilk,3oz,159,9.6,0,3.7,16.2,2.1
3339,CreoleRice,1/2cup,120,2.3,0,493.7,21.7,2.6
3340,Hoppin'JohnwithCoconutMilk,3oz,297,10.6,0,4.2,46.3,5.8
3341,BraisedBeefShortRibs,4oz,740,35.1,143.4,1961.8,41.7,53.2
3342,ShibumiFarmsMushroomFlatbread,1slice,193,4.5,42.2,119.6,28.5,9.1
3343,AgricolaFamousKaleSalad,4oz,293,19.2,0,67,29.3,6.2
3344,PumpkinSeedVinaigrette,2oz,285,30.5,0,6.5,3.6,0.9
3345,PickledButternutSquash,1oz,106,0.2,0,8.1,26.2,1.6
3346,RoastedCauliflowerforSalad,2oz,50,4.8,0,29.2,1.4,1.1
3347,BeefTonguewithSalsaVerde,2oz,73,6.6,1.4,142.5,3.1,1.7
3348,SalsaVerdewithAnchovies,1oz,71,6.6,1.4,135.1,2.8,1.2
3349,Carrot&SweetPotatoSoup,5oz,30,0.1,0,41.2,7,0.7
3350,ParsnipSoup,5oz,37,0.2,0,22.5,8.8,0.7
3351,AgricolaFriedChicken,2each,536,23.2,180.7,7114.2,33.3,49.7
3352,BrineforPoultry,1gal,1410,6.5,0,163720,335.8,34
3353,GoldenTileFishwithFreekeh,4oz,439,26.7,2.5,54.7,45.4,9.1
3354,FreekehforFish,2oz,199,2,0,23.8,39.6,8.9
