,Label,Serving Size,Calories,Fat,Cholesterol,Sodium,Carbs,Protein
2653,FreshGlazedBabyCarrots,4oz,134,0.3,0,14.9,33,1.7
2654,RoastPotato&Kale,4oz,210,9.1,0,134.7,7.3,4.1
2655,EggplantTomatoTart,5oz,224,8.8,0,232,31.4,6.2
2656,AutumnRoastedVegetables,3oz,55,0.1,0,67.9,7.4,1.2
2657,VegetableMatzohBallSoup,6oz,122,3.9,84.4,766,16.9,4.5
2658,PaellaValencianawithChicken,10oz,288,5.2,0.6,483.5,52.8,6.6
2659,Spinach&GarbonzoBeans,4oz,67,1.5,0,97.1,10.4,3.9
2660,MoroccanRoastedPotatoes,4oz,97,0.2,0,151.3,3.4,2.3
2661,Plums&CabbageforHens,4oz,44,0.6,0,39.4,9.4,2.2
2662,ThaiGrilledZucchini,3oz,30,0.8,0,64.3,5.8,1.1
2663,PanSearedSalmonwithLentils,1each,71,2.7,15.6,80.3,4.2,8.2
2664,LatinChickenwithBrownRice,10oz,523,9.3,108.3,362.7,74.3,36.5
2665,"MiddleEasternTurkey,Beans&Rice",6oz,125,4,32,328.3,11.8,11.9
2666,MiddleEasternBeans&Grains,6oz,100,0.9,0,258.7,19,4.7
2667,RedBeans&ButternutSquash,4oz,68,1.1,0,112.4,12.5,3.2
2668,"Beets,Carrots&Onions",3oz,45,0.2,0,76.4,10.1,1.3
2669,MoroccanRoastedChicken&Couscous,6oz,177,4.2,89.8,247.6,6.7,19.9
2670,TzatzikiSauceVegan,1oz,149,2.3,13.7,213.9,18.8,12.9
2671,GrilledEggplant&PortobelloSandwich,1each,296,8.1,1.7,840,65.1,14.3
2672,DoubleBerryFruitSalad,4oz,95,2.7,0,293.2,18.7,2.1
2673,CilantroLimeGrilledTofu,4oz,67,3.2,0,178.6,3.6,8.3
2674,GrilledSteakSandwichwithBlackenedOnions,1each,294,14.6,0,8202.8,17.7,21.1
2675,SpicyWholeGrainPilaf,4oz,160,1,0,25.3,33.3,4.6
2676,MediterraneanChicken&Veg,6oz,192,4.3,53.9,413.2,19.9,13.7
2677,Dolmades-StuffedGrapeLeaves,1each,161,11.3,0.5,527.2,13.2,1.9
2678,RoastedVegetableBaguetteSandwich,1each,371,10.2,0,697.1,62.6,12.1
2679,SearedTofuwithGreenBean&CoconutSauce,4oz,120,10,0,453.1,5.6,3.4
2680,Basmati&WildRice,4oz,137,2.8,0,78.2,26.6,3.2
2681,Spinach&MushroomsItalianStyle,4oz,50,3.1,0,90.7,3.8,3.1
2682,"BokChoy,Carrots&GreenBeans",3oz,17,0.3,0,148.6,3.1,0.9
2683,MediterraneanEdamameQuinoaSalad,2oz,84,5.7,2.5,110,6.7,2.6
2684,LatinChickenwithBlackBeans&SweetPotatoes,6oz,162,2.8,54.5,275,19,15.4
2685,QuinoawithLatinFlavors,4oz,110,6.1,0,123.6,12.6,4.6
2686,ChiliLimeTilapia,4oz,91,2.5,0,327.1,2.4,15.1
2687,ChickenPotPie,8oz,487,35.4,18.9,791.6,33,10.4
2688,MediterraneanOrzoSalad,4oz,483,6.9,0,156.9,88,14.7
2689,KoreanStyleSteak,4oz,91,8,0,3,5,0.3
2690,Saut�edZucchiniBasil&Tomato,4oz,67,5,0,6.8,5.2,1.5
2691,BalsamicRoastedChickenBreast,1each,69,5.5,0,2,4.8,0.1
2692,RoastPotato&Greens,4oz,169,7.1,0,100.3,0.7,3.8
2693,SunriseBlendwithQuinoa,4oz,807,7.6,0,3.6,181.5,20.2
2694,RusticGreekPizza,1each,206,16.8,25.2,870.7,14,5.7
2695,MozzarellaCapreseBuschetta,2slice,110,5.2,16.8,344.2,11.8,4.9
2696,MediterraneanChicken&HummusWrap,1each,578,25.9,5,858.5,71,19.6
2697,Bean&CheeseBurrito,1each,295,9,19.8,347.4,39.8,14.1
2698,FishTaco,4oz,320,9.7,118.7,408.5,23.9,33.6
2699,BroiledSalmon,4oz,125,11,15.6,644,0.1,7
2700,NonLogoCup,1each,0,0,0,0,0,0
2701,OrangeTableSkirt,1each,0,0,0,0,0,0
2702,TableSkirts,1each,0,0,0,0,0,0
2703,BroccoliFlowerettes,4oz,32,0.4,0,30.6,5.9,3.4
2704,LeafSpinach,4oz,39,1,0,110.5,5.5,4.6
2705,Corn,4oz,88,0.7,0,1.1,21,2.8
2706,WholeGreenBeans,4oz,44,0.2,0,3.4,8.6,2
2707,SugarSnapPeas,4oz,76,3.7,0,4.4,7.7,3.6
2708,CarrotCoins,4oz,41,0.8,0,65.6,8.6,0.6
2709,HoneyOrangeCarrotCoins,4oz,115,0.3,0,81,29,1.2
2710,Broccoli&CauliflowerMix,4oz,26,0.3,0,24.8,4.9,2.5
2711,FreshCauliflower,4oz,18,0.2,0,38,2.8,2.2
2712,CauliflowerCouscouswithRedPepper,4oz,53,4.2,0,9230.4,4,0.8
2713,ChiliConCarne,6oz,157,7.7,31.9,275.8,10.4,11.7
2714,RoastedBroccoliRicePasta,4oz,167,7.7,0,241.2,21.9,4.5
2715,ChickenEntree,2each,728,32,199.1,437.4,35.3,69.1
2716,BeefEntree,4oz,19,0.8,0,28.8,1.6,0.4
2717,FishEntree,4oz,238,12.9,95.3,241.7,3,27
2718,VegetarianEntree,1each,87,3.4,0,89.2,12.4,2.6
2719,StuffedVealRoastCJL,6oz,344,8,214.3,837.2,8.3,56.2
2720,Veal&Peppers,8oz,244,6.5,137,396.3,9.7,35.2
2721,AsianChicken&NoodleStation,4oz,153,0.9,9.2,4319.9,19.1,15.5
2722,ThaiChicken&Greens,4oz,191,13.5,55.1,1146.2,1.6,15.1
2723,GrilledVegetableSandwich,1each,317,22.6,35.2,592.2,21.3,7.9
2724,KosherCarrotKugel,1slice,648,59.8,20.3,689.5,31.3,3.1
2725,PotatoKugel,1slice,135,4,33.8,159.7,21.8,3.2
2726,FridayShabbatDinnerHarryPotterTheHogwartsFeastNutritionalInformationisnotavailableforthisrecipe.,,,,,,,
2727,MatzohBallSoup,6oz,120,4.4,85.8,719,15,4.8
2728,OrganicSeasonalGreenswithRoastedBeets,4oz,37,0.2,0,40.8,8,1.6
2729,ClassicHerbRoastedWholeChicken,2each,226,8.1,96.4,368.1,1.3,35.3
2730,DursleysUltimateShepardsPieNutritionalInformationisnotavailableforthisrecipe.,,,,,,,
2731,SeasonalWinterVegetableGoulash,4oz,293,4.5,53.5,76.4,54.3,10.1
2732,ProfessorAmbridgePotatoeswithFreshDill,4oz,607,54.9,0,22.9,26.2,3.2
2733,FreshGlazedBabyCarrots,4oz,48,0.3,0,101.2,10.8,1.4
2734,VolauVentswithSweetCreamBlueberryFillingNutritionalInformationisnotavailableforthisrecipe.,,,,,,,
2735,CJLDessertStationNutritionalInformationisnotavailableforthisrecipe.,,,,,,,
2736,BlackEyedPeaSoup,6oz,195,15,0,331.7,11,2.5
2737,BBQBeefRibsMemphisStyle,6oz,27,0,0,356.9,6.6,0.6
2738,ClassicRedBeans&Rice,8oz,310,5.5,0,699.3,53.2,11.8
2739,CollardGreenswithSauteedLeeks,4oz,108,9.4,0,781.3,7.2,3.3
2740,JHOPJewishHouseofPancakes,1each,628,19.5,164.3,908.6,98.2,18.1
2741,VeganBrunswickStew,8oz,302,17.3,0,1199.8,28.7,12.5
2742,MommaJoy'sSweetPotatoPies,1pie,149,5.4,2.5,76,23.2,0.9
2743,MiniTartPecanPies,1pie,257,12.6,45.9,333.9,26.9,3.3
2744,PineappleUpsideDownCake,1each,768,47.9,8.1,6609.9,63,0.9
2745,AfricanSweetPotatoSoup,6oz,205,15,0,1172.1,13.4,2.8
2746,ThaiLemonSoyDressing,1oz,133,10.3,0.5,2587.4,3.4,5.8
2747,IsraeliCousCousSalad,4oz,132,4.4,0,179.6,19.6,3.4
2748,OrangeGingerVinaigrette,1oz,103,10.3,0,27,2.6,0.1
2749,VegetableSlaw,4oz,110,9.1,0,181.3,7.1,1.1
2750,BuffaloStyleBurgerStack,1each,385,29.4,101.9,691,3.3,25.6
2751,HerbTurkeyBurgerSaladStack,1each,234,15.8,137,529.6,3.1,20.5
2752,HonoraryDegreePlate,1each,398,20.9,41.8,501.5,32.7,19.9
2753,CajunChickenBurgerStack,1each,14,0.1,0,533.7,3.1,0.7
2754,HerbChickenBrSaladStack,1each,763,16.3,385.6,777.3,3.1,141.5
2755,VegetableLoMeinSalad,3oz,91,3.3,0,1134.6,10.8,4.4
2756,BalsamicVinaigrette,1ozl,12,1,0,2.9,0.7,0
2757,ThickenedVegetableStock,1gal,379,0.7,0,302,89.7,3.5
2758,OrangeGingerVinaigrette,1oz,34,2.5,0,26.7,2.6,0.1
2759,OrangeBeefwithJasmineRice,8oz,482,8.5,33.1,1008.5,79,19.6
2760,OrangeVinaigrette,1oz,34,2.5,0,2.6,2.6,0.1
2761,ChickenBalsamicSalsaPasta,1each,680,13.8,151.7,420.7,86.8,47.1
2762,HoneyBalsamicViniagrette,1oz,80,0.5,2.8,273.1,20.3,0.5
2763,ChefRob'sMarketGrassFedBeefKoftaSkewers,1oz,77,4.8,25.5,156,0.8,7.3
2764,ChefRob'sMarketMoroccanCouscousSalad,2oz,208,7.6,0,168.5,29.8,4.8
2765,RoastPork,4oz,369,21,120.9,118.3,5.8,36.7
2766,RoastPorkLoinSofrito,4oz,328,18.3,85.1,105,5.8,33.5
2767,TurkeySofrito,4oz,394,20.5,111.9,102.7,5.8,44.5
2768,GrilledChickenSofrito,1each,248,13.4,102.1,86.9,1.5,28.6
2769,ChefRobKidsTurkeyWrapDemo,1each,510,19.7,82.9,1480.7,49.7,33.7
2770,ChefRobKidsTurkeyWrapDemo2,1each,374,15.4,82.9,1040.9,29.2,30.2
2771,ChefRobsDemoPizzaWrap,1each,483,19.2,36.3,1301.6,52.1,22.6
2772,ChefRobDemoCheeseRiceChicken,3oz,337,8.5,48,283.7,45.4,20.3
2773,demoforkids,3oz,295,7.4,41.6,248.4,39.8,17.8
2774,~Christina'sSalmonCakesfromScotland,1each,268,13.7,73.6,144.8,7.9,26.8
2775,Christina'sGardenSauceforSalmonCakes,1oz,19,0.3,1.8,32.6,2.5,1.7
2776,TofuKungPao&Nuts,5oz,186,8.8,1,800.7,22.4,11.4
2777,~Evan'sTortilladePatata,4oz,95,4.3,85.2,28.2,4,3.7
2778,**asian*house*Sauce,1gal,9498,0.5,1.9,704879.5,484.2,1526.9
2779,ChickenBreastCoqauVinwithBacon,1each,447,14.9,98.1,1559.4,27.1,37.5
2780,Chimichurri,2oz,172,17.2,0,120.3,4,0.9
2781,"basicfriedricesauce,lomein",1gal,8905,28.9,45,617747.7,493.1,1349.7
2782,PorkRoastArgentine,4oz,405,23.9,120.9,388.1,8.2,36.6
2783,ChefRob'sFreshPasta,11/2LB,1820,25,886.1,2112.4,321.4,79
2784,ChefRob'sFreshSpinachPasta,11/2LB,1839,26.4,886.1,2213.4,321.5,81.4
2785,ChefRob'sFreshPasta2,11/2LB,1822,24.1,886.1,2108,328.3,75.6
2786,ChefRob'sPrincetonSushiRoll,2oz,47,3.2,4.9,56.9,2.8,2.9
2787,ChefRob'sVegetableSushi,1each,24,0.2,0.3,942.9,2.7,2.5
2788,ChefRob'sSpicyTunaSushi,1each,50,2.3,10.1,1035,3.1,3.9
2789,Julia'sTresLecheIndividualcakes,1dz,2619,142.9,342.1,1191.4,322.7,25.2
2790,~Omoshalewa'sPorkwithNoodles,6oz,151,3.5,34.3,3341.6,15.4,15.5
2791,~Lisa'sPorkinGarlicSauceYuziangRousi,6oz,409,6.3,51.3,1753.7,59.4,26
2792,DoChua-PickledCarrotPapayaSalad,1oz,12,0,1.3,117.1,3.3,0.1
2793,GrilledChickenSaladCrustini,1oz,32,0.8,14.9,15.7,0.4,5.5
2794,FruitwoodOrchardsHoney,1each,1598,7,0,971.4,387.4,20.7
2795,SalsaVerde,1oz,8,0.1,0,180.2,1.5,0.4
2796,WhiteBalsamicVinaigrette,1ozl,13,1,0,5.2,1.1,0
2797,RoastGarlicYogurtSauce,1oz,31,0.7,2.1,86.8,4.3,2.1
2798,CubanStyleBlackBeanSoup,6oz,180,2.1,0,93.6,31.8,10.1
2799,CubanPorkLoin,6oz,362,15.8,69.1,137.1,22.2,32.1
2800,CubanPorkChops,6oz,428,18.4,114.3,134,22.2,42.2
2801,SalsaVerde,1oz,8,0.1,0,177.4,1.4,0.3
2802,PelicanHouseDressing,1oz,149,15.4,0,39,3,0.1
2803,PelicanHouseSalad,1each,31,2.2,0,13.4,2.5,0.8
2804,PelicanCrab&ShrimpCake,2oz,174,10.1,45.7,270.7,11.6,9.1
2805,PastaBowlwithSausage,8oz,136,7.9,31.4,192.7,5.4,11
2806,ThickenedVegetableStock,1gal,48,0.3,0,78.2,11.2,1.2
2807,RoastPepperAioliforCrab,1oz,206,22.2,20,157.4,1.1,0.1
2808,FriedPlantain,1each,203,0.7,0,1964.7,52.2,2.6
2809,PelicanClubNachosDisplay,1each,672,32.7,59.8,1478,70.7,27.9
2810,SteakBarbacoa,3oz,223,9.7,82.7,90.7,3.1,28.4
2811,Crab&LobsterBisque,6oz,203,11.3,46.5,519.9,12,5.7
2812,CubanSpicedPorkChops,1each,279,11,115.9,324.7,4.9,37
2813,MashedSweetPotatoes,5oz,297,12.2,32.4,751.2,43.9,4
2814,CrispySalmon,1each,248,7.4,84.6,352.2,8,38.4
2815,WhiteBeanRoastedVegRagout,1oz,40,0.3,0.4,26.8,7,2.5
2816,CitrusOliveOilBroth,1oz,200,22.4,0,76.8,0.7,0.1
2817,RoastedRootVegetables,4oz,76,4,10.1,83.7,9.6,1.2
2818,OrganicMoroccanChicken,1each,189,6.7,32.2,240.5,19.1,13.6
2819,Fig&CranberryCouscous,2oz,150,5,0,219,25,2.8
2820,HaricotVert,3oz,33,0.3,0,544.9,7.3,1.7
2821,Brioche&MultiGrainRolls,1dz,248,5.4,4,521.9,49.6,9.2
2822,Beet&WildMushroomFarrotto,6oz,267,1.9,0,198.3,53,13.2
2823,SalsaRoja,1oz,8,0.1,0,143,1.6,0.3
2824,DULCEDELECHECHEESECAKE,1cake,0,0,0,2,0,0
2825,AnasaziWheatBerryPilaf,8oz,215,10,0,113.9,25.7,6.3
2826,ChocolateDecadence,1cake,0,0,0,1.8,0,0
2827,KeyLimeTart,1cake,0,0,0,2,0,0
2828,CaliforniaRaisinCoffeeBraisedShortRibs,1each,756,43.3,213.7,194.2,16.8,70.9
2829,ThaiLettuceWrapsRaisinPonzuDippingSauce,1each,227,3.5,60.2,241,25.1,24.8
2830,FristFest2012FreshChickenTaco,2each,419,22.2,29.4,647,38.6,18.6
2831,~Okonomiuaki,1each,0,0,0,7.1,0,0
2832,IronCitySteak,4oz,270,11.7,90.3,118.3,10.6,29.1
2833,FrazzledOnions,1each,278,0.1,0,3689.7,60.9,8.2
2834,~Ashley&Deesha'sPastaAlAmatricianawithBacon,6oz,728,16.7,21.8,532.1,115.6,28.6
2835,~Lili'sSopaipillafromChile-SquashPancakes,1each,270,16.5,19,141.4,27.8,3.9
2836,~Shirley'sCambodianSeafoodAmok,6oz,529,40.3,131.7,557.6,11.8,37.3
2837,~ChileanPebreSalsa,2oz,66,4.8,0,16.6,5.3,1.1
2838,FristFest2012BeefTaco,2each,368,20.4,76.5,558.1,21.5,25.1
2839,Tostonnes,1plate,486,28.2,14.7,545.6,56.8,6.1
2840,OrangePeelTofu&JasmineRice,8oz,227,5.8,0,987.5,34.4,9.7
2841,FristSageHamPizzawithArugula,1slice,170,4.2,9.1,278.9,23.5,8.5
2842,Sage&RoastButternutSquashPizza,1slice,162,3.3,9.4,203.1,24.1,8.2
2843,SageDerbyCheeseburger,1each,350,21.3,59.5,572.2,21.9,19.2
2844,SageSeaSaltSteakhouseFries,4oz,176,5.3,0,918.1,28.9,2.8
2845,SeafoodBar,1each,127,4.2,60.9,392.9,5.5,16
2846,SouthwestLondonBroilSalad,4oz,91,3.4,19,37.5,7.5,8.2
2847,CurryRoastedLocalMushroomTrioSalad,3oz,107,4.4,0,210.9,16.6,3.9
2848,GrilledSageGrilledChicken,4oz,229,8.2,96.4,161,0.8,35.3
2849,TriticaleStirfry,8oz,218,3.6,0,46.9,42.2,8.1
2850,BrazilianBBQTenderloin,4oz,272,19.1,75.1,119.9,1.5,22
2851,BrazilianBBQPicahnaofBeef,4oz,225,11.1,90.7,129.6,1.5,30
2852,BrazilianGrilledChickenBreast,2each,495,17.4,180,1602.4,6.9,76.4
2853,BBQTESTBRAZILCOST,1each,2006,113.2,403.6,1142.4,117.8,129.6
2854,BBQFILETTESTBRAZILCOST,1each,1566,80.6,225.5,1743,115.6,95.8
2855,SeafoodCrepe,1each,161,5.3,35.5,577.9,19.4,6.3
2856,RoyalSauceforTart,1oz,77,6.1,19.3,63.8,2.1,1
2857,SundrTomatoGoatCheeseTart,1each,262,16.3,17.7,413.2,20.2,5.7
2858,BeetArugulaSalad,1each,96,7.7,13.5,196.3,4.3,3.3
2859,BBQPigWings,1each,134,10.6,3.3,457.3,8.1,0.8
2860,Boccacini&TomatoSalad,3oz,72,0.3,6.3,346.8,4.4,13.4
2861,ArtichokeSoup,6oz,34,0.1,0,188.7,11.7,2.4
2862,ChickenBarleySoup,6oz,93,2.7,20.5,395.5,10.7,6.5
2863,PenneOvenDriedTomato,6oz,180,10,1.6,185.9,18.4,4.9
2864,FigRelishforDuck,1oz,88,0.3,0,8.6,22.3,1
2865,DuckBreast&FigRelish,4oz,135,3.9,28.7,28.8,17.7,8.4
2866,CedarPlankSteelHeadTrout,1each,202,9.5,75.2,173.9,1.3,26.3
2867,RoastLegofLamb,4oz,249,8.2,81.3,391,9,27
2868,LyonnaisePotato,3oz,69,0.6,0,18.8,14.6,1.7
2869,BraisedCauliflower,3oz,16,0.4,0.5,29.6,2.4,1.6
2870,QuinoaPilaf,4oz,92,2.9,0,164.5,15.8,1.8
2871,CeyloneseRice,4oz,114,10.6,0,228.5,4.4,1.2
2872,FoodDay-ButternutSquashSoup,6oz,44,0.4,0,961.1,10.4,1.1
2873,BeefConsommewithSpringVegetables,5oz,170,9,49,115.4,5.6,16.2
2874,ShrimpMousseRollatini,1oz,124,9.7,19.4,171.3,6.7,2.6
2875,BananaBreadCranberryRelish,1each,251,10.4,40.5,201.8,35.7,2.9
2876,ChickenCanapewPomegranate,2each,125,2.6,32.1,124.6,11.1,13.2
2877,5StarSalad&BlackBerry,1each,224,15.8,9.2,130.4,18.9,3.1
2878,BlackBerryVinaigrette,1oz,136,11.5,0,8.5,8.4,0.1
2879,CreamofJerseyTomatoSoup,6oz,69,3.4,9,584.5,7.8,2.2
2880,SweetRedBellPepperSoup,3oz,21,0.4,0,538.3,3.9,0.5
2881,SweetYellowPepperSoup,3oz,23,0.4,0,555.3,4.1,0.6
2882,CitrusGrilledChicken,1each,764,16.3,385.6,358.9,3.8,140.9
2883,GrilledFruitforChicken,1pan,207,1.4,0,4,51.7,2.8
2884,SageSausageLondonBroil,5oz,305,14.6,109.1,551.5,5.8,36.7
2885,AngelRiceGarnishforFish,1pan,1019,9.4,0,20967.3,207.1,31.6
2886,TilapiaSpinach&AngelRice,1each,273,17.9,40.7,1269.2,11.1,17
2887,GrilledVegetablePasta,4oz,606,37.4,0,4.7,57,10.5
2888,HeirloomPotatoGorgonzola,4oz,134,4.6,12.2,151.9,5.9,2.5
2889,Asparagus&BalsamicGlaze,4oz,29,0.3,0,14.8,5.6,2.5
2890,HotAppsSeafoodSliders,1each,266,14.3,36.2,608.6,23.4,10.5
2891,HotAppsSausageSliders,1each,98,2.4,2.6,105.4,16,3.3
2892,SliderTomatoRelish,1oz,6,0.1,0,218.8,1.3,0.2
2893,CreoleBlackenedChicken,4oz,304,18.3,107.6,296.6,9.4,23.9
2894,BeefFajitaMeat,1each,529,32.6,79.6,373.4,32.3,25.1
2895,ChickenFajita,1each,316,6.2,65.8,313.7,32.3,31.3
2896,CubanPorkFajitaMeat,1each,522,29,102.1,390.8,32.3,31.6
2897,SeafoodFajitaMeat,1each,400,13,131,582.3,39.4,30.8
2898,GalFajitaToppings,4oz,70,5,13.6,184.3,3.9,2.7
2899,SourCreamSalsaDip,1oz,46,4.2,11.1,96,1.6,0.4
2900,HotAppsBeefSliders,1each,287,19.2,43.9,188.9,16,12.5
2901,HotAppsTurkeySliders,1each,100,6.1,45.6,126.5,0.8,10.3
2902,TestforDeb,1ea,0,0,0,217608.9,0,0
2903,HotAppsChickenSliders,1each,3,0,0,55.6,0.8,0.2
2904,WholeWheatFlatBread,1piece,64,1.1,0,1.5,14.3,2.2
2905,VegetarianWheatFlatbread,1slice,226,8.3,24.2,237.4,29.9,13.6
2906,Risotto,2oz,215,2.9,0,297.5,41.9,4.3
2907,SpinachRisotto,3oz,166,2.2,0,256.8,32.3,3.6
2908,ShrimpScallopSaffronRisotto,3oz,175,2.5,12.9,297.9,31.9,5.4
2909,MushroomBarleyChickenRisotto,3oz,104,1.2,9.3,250.4,18.7,5.3
2910,CaesarSalad,1each,19,0.7,0.6,51,2.3,1.3
2911,WatercressAsparagusSalad,2oz,19,0.2,0,57.5,3.2,1.5
2912,TruffleVinaigrette,1oz,3,0.2,0,56.7,0.3,0
2913,SweetCornChowder,6oz,80,0.8,0,825.6,17.2,2.3
2914,ThaiStyleShrimpCoconutBisque,1cup,208,7.2,91.1,906.3,22.9,12.8
2915,RoastVegetableStrudel,1each,79,2.1,0,91.7,13.1,3
2916,FreshHerbMix,1oz,12,0.3,0,15.6,2,1
2917,YellowTomatoSauce,1cup,31,0.7,0,89.8,5.8,1.8
2918,PetiteTenderloinwHerbCrust,3oz,212,9.7,86.7,45.9,0.1,29
2919,PortSauceforTenderloin,1oz,14,0,0,5.8,0.9,0.1
2920,MushroomGrits,4oz,83,0.6,0.6,46.8,17,3
2921,RoastChickenwithWholeGrainMustard,1each,547,30.8,171.2,878.1,22.6,40.2
2922,BraisedSwissChard,1oz,6,0,0,58.3,1.2,0.5
2923,BeetCouscous,1oz,19,0,0,8.2,3.9,0.6
2924,BraisedVegetablesLemonBroth,3oz,25,0.2,0,114.2,5.1,1.1
2925,VegetableStock,1gal,111,0.7,0,200.3,25.4,3.5
2926,LemonGarlicBroth,1ozl,11,0,0,109.2,1.9,0.2
2927,RoastCodwithVeg&Couscous,1each,131,1,53,158.3,5.9,23
2928,mirepoixforcooking,1LB,145,0.7,0,235.1,32.5,4.2
2929,ChickenWienerSchnitzel,6oz,832,23.6,202.6,3516.6,98.1,57.2
2930,PorkBratwurst&KrautSandwich,8oz,214,6.2,0,1439.5,30.7,4.6
2931,Mirepoix,1oz,9,0,0,14.5,2,0.3
2932,Mirepoix=VeggieforStock,16oz,143,0.7,0,232.8,32.1,4.1
2933,Mirepoix=VegforLightStock,16oz,173,0.8,0,159.4,39,5
2934,InsaladaalaFrancesca's,1each,75,5.6,8.5,274.1,3.3,3.3
2935,LenticchieESpinaci,3oz,187,2.6,2.2,1830.1,30.4,12.5
2936,AntipastoDisplay,1each,208,13.7,56.3,1133.2,4.1,17.3
2937,TomatoBasilSoup,6oz,56,1.1,0,633.5,9.9,2
2938,TuscanWhiteBeanSoupwithPancetta,6oz,111,1.7,2.5,173.8,18.1,6.3
2939,QuartoFromagio4CheeseSauce,6oz,74,5.2,15.9,140.6,3.2,3.7
2940,SpinachRavioliQuartoFromage,6oz,298,10.8,62.4,321.5,39.6,10.7
2941,PagliacciVegetables,4oz,65,4.8,0,24.8,4.9,2.1
2942,BalsamicButter,1LB,3246,356.4,972,0,0.2,0
2943,SalmonPagliacci,6oz,3374,363.1,999.9,270.4,4,10.5
2944,ChickenLemon,4oz,224,6.3,101.3,182.6,3.7,35.7
2945,CavatelliconPesto,6oz,414,8.8,0,18,70.9,13.2
2946,RomanoRoastedPotatoes,4oz,251,7.5,21.1,679.1,40.6,6.1
2947,ItalianBread,1each,563,7,0,957.7,107,19.7
2948,Ava'sSalmonHorseradish,1each,116,7.5,32.2,150.6,7.4,10.4
2949,ChicagoChefTiramisu,1each,0,0,0,1.8,0,0
2950,ChicagoChefWarmAppleTart,1each,0,0,0,28.4,0,0
2951,ChicagoChefItalianCookie,1each,0,0,0,2.4,0,0
2952,Kira'sPepperedPorkChops,1each,334,16.9,133.2,457.2,5.2,38.4
2953,Kira'sCranappleMixedGreens,1each,221,17.4,0,22.7,16,1.5
2954,CranberryVinaigrette,1oz,128,13.6,0,14,0.2,0
2955,Lee'sFudgeOatmealBar,1sheet,0,0,0,0.5,0,0
2956,Margo'sAppleCakeALaJustin,1cake,0,0,0,2.4,0,0
2957,FristFest2007BBQPork,3oz,306,9.8,62.5,335,26,27.4
2958,FristFest2007FishFryTilapia,6oz,224,3.4,0,54.4,27.7,21.7
2959,FristFest2007RibEyeSand,1each,408,20.3,92,212.3,23.1,31.4
2960,FristFest2007BakedPotato,1each,399,22.9,66.7,623.7,29.8,19
2961,lobstercheesecakecampaign2007,1each,106,8.9,82.2,295.3,1.7,5.1
2962,LocalSausageWhiteBeanCassoulet,6oz,289,21.4,35.7,838,11.3,14.1
2963,ChefRobOrganicSaladBar,1each,4058,38.2,0,2027.3,736.8,265.6
2964,CurriedCauliflowerGnocchi,4oz,159,8.9,4.2,290.3,15.6,5.1
2965,TastyTortelliniTosswithEggs&Bacon,4oz,223,15.9,94.7,910.7,10.6,11
2966,VietnameseBlackPepperShrimp,4oz,328,14.9,117,288.4,30,18
2967,MusselsMariniere,4oz,70,2.9,20.4,107.7,3.5,6.9
2968,HouseSaladwithCandiedPecans,1each,248,18.3,9.5,609.9,16.9,3.4
2969,SpicedPecans,1oz,225,20.4,0,1326.9,11.2,2.7
2970,SweetPotatoTostones,4oz,191,7.7,19.7,253.1,28.8,3.4
2971,GreenTomatoRelish,1oz,13,0,0,106.3,3.8,0.1
2972,Saut�edGreens,4oz,13,0.5,0,24.6,4.3,2.7
2973,CarolinaGoldRice,1/2cup,0,0,---,108.8,0,0
2974,BlackEyedPeas&Ham,6oz,100,2.5,10.3,40.3,14.6,4.8
2975,BlackBeanSoup,6oz,249,0.7,0,30.1,46.7,15.3
2976,SpicedRubbedSteelheadTrout,1each,218,8.2,72.2,129.3,11.2,25.5
2977,SenegaleseChickenYassa,6oz,456,23.8,139.2,454.7,26.9,32.5
2978,RedRice,1/2cup,93,0,0,138,20.7,2
2979,CornmealFlatbreadwithBacon&CaramelizedOnions,1slice,83,6.3,18.7,182.7,1.1,5.4
2980,CornmealFlatbreadwithCheese&Peppers,1slice,69,5.1,15.3,111,1.6,4.4
2981,BlueCheeseCrustedFilet,1each,299,20.5,67.7,604,10.2,20.1
2982,OnionJam,1oz,17,0.4,0.9,0.9,3.2,0.3
2983,Drew'sGrilledSalmon,1each,166,8.7,22.3,1049.2,12.6,10.9
2984,WhiteBeanSalad,1oz,55,0.6,0,1025.1,11,2.8
2985,CrispyBabyChicken,1each,709,47.8,336.5,264.3,9.1,58.1
2986,MediterraneanPotatoSalad,3oz,112,1.5,0,81.9,23.5,3.2
2987,SpicyChickpeaSoup,6oz,116,2.2,0,2936.2,21.7,4.2
2988,RoastedRootVegetables,1lb,379,24.7,63.9,334,37.8,4.7
2989,BraisedShortRibs,1each,510,30.1,146.5,271,7.2,48.6
2990,CrabCake,21/2oz,143,8.4,53.2,270.5,7.5,9.7
2991,RoastedWildMushroomMedleywithRicedCauliflower,91/2oz,288,14.6,0,54.7,28.7,12.7
2992,RoastedWildMushroomMedleywithRicedCauliflower,91/2oz,230,8.8,0,57.7,30.9,12.3
2993,PizzaDough,1each,575,15.3,0,6807.6,92,19.6
2994,BasicTomatoSauce,1oz,18,1.3,0,74.8,1.3,0.4
2995,ChouxPastry,1each,58,4.2,35.7,27.2,3.5,1.3
2996,ChocolateTopping,1oz,161,4.5,16.3,26.5,27.6,1.7
2997,TossedSalad,4oz,42,2.7,0,44.2,3.7,1.2
